id,query1,query2,label
1098,感冒期间能不能怀孕请问？,感冒期间可以怀孕吗请问？,1
1099,有什么方法可以治疗肺气肿？,肺气肿治疗方法有哪些？,1
1100,新型冠状病毒感染的肺炎病例症状,冠状病毒的症状,1
1101,小儿支气管支原体肺炎打针后还发烧是怎么了,小儿支气管支原体肺炎有哪些注意事项？,0
1102,产碱杆菌肺炎的症状有哪些,产碱杆菌肺炎的症状表现是什么？,1
1103,结核胸膜炎，已经腹水了,结核胸膜炎，已经腹水了，有什么好的治疗方法,0
1104,胸闷气短是不是胸膜炎的症状？,胸闷气短是胸膜炎的临床表现吗,1
1105,治疗支原体肺炎哪种药为首选,治疗支原体肺炎首选哪种药为好？,1
1106,牙齿痛可以吃阿莫西林克拉维酸钾胶囊吗,阿莫西林克拉维酸钾胶囊可以治疗牙疼吗,1
1107,宝宝上呼吸道感染吃什么药,42天的宝宝上呼吸道感染吃什么药,0
1108,间质性肺炎和肺炎的区别是什么,肺炎患者的症状主要是什么？,0
1109,23价肺炎疫苗价格多少呢？,打一次23价肺炎疫苗用多少钱,1
1110,你好，两岁多女孩去医院检查为支原体肺炎怎么治？,宝宝支原体肺炎严重吗？,0
1111,反复发高烧基于这样的情况越想越担心,反复发烧这种情况要不要担心？,1
1112,打23价肺炎疫苗花费多少钱,打23价肺炎疫苗需要多少钱啊,1
1113,感冒了吃药时可以喝茶叶水吗？,感冒了吃药时可以喝白开水,0
1114,肺气肿反反复复怎么办?？,肺气肿反复发作怎么治疗,1
1115,宝宝胃肠性感冒的症状表现有什么,宝宝胃肠性感冒的症状表现有哪些,1
1116,孕妇感冒可以喝红糖煮姜水吗,孕妇感冒鼻子不通有小妙招吗,0
1117,肺炎会引起淋巴管扩张吗,淋巴管扩张的危害有多少,0
1118,小孩长期流鼻涕是怎么回事？,为啥小孩长期流鼻涕？,1
1119,23价肺炎疫苗有必要打吗,打过23价肺炎疫苗能喝酒吗,0
1120,上呼吸道感染引起耳聋耳鸣该如何治疗？,上呼吸道感染引起耳聋耳鸣该如何预防？,0
1121,请问曾肺炎现在肺经常不舒服该怎么办？,肺部不舒服是肺炎吗,0
1122,胸膜炎会引起反复发烧吗,胸膜炎引起反复发烧的可能性大吗,1
1123,"支气管肺炎,胸膜炎,什么东西禁吃？","支气管肺炎,胸膜炎,饮食上注意什么",1
1124,阻塞性肺气肿并伴肺大泡，应吃什么药,阻塞性肺气肿并伴肺大泡如何治疗呢,1
1125,氟康唑胶囊的注意事项有哪些,氟康唑胶囊的功能有哪些呢？,0
1126,小儿支原体肺炎有哪些症状？,怎么治疗小儿支原体肺炎？,0
1127,四环素片治疗支原体衣原体阳性吗,四环素片是什么药,0
1128,肺气肿病人吃什么食物较好?,肺气肿可治愈吗？,0
1129,肺气肿会引起升主动脉增宽吗？,升主动脉增宽是怎么回事？,0
1130,流鼻涕能吃阿莫西林吗？,经常流鼻涕是过敏型鼻炎吗？,0
1131,哪种口罩能有效预防新冠肺炎,新冠肺炎带什么口罩比较合适,1
1132,宝宝反复上呼吸道感染怎么办，是免疫低,宝宝反复上呼吸道感染怎么处理，是免疫低,1
1133,信韦灵利巴韦林气雾剂主治哪几种病,信韦灵利巴韦林气雾剂是医保类药吗,0
1134,请问小儿咳喘灵口服液的正确使用方法是什么？,小儿咳喘灵颗粒治疗过敏性咳嗽吗？,0
1135,小儿肺炎支原体肺炎有后遗症吗,小儿肺炎支原体肺炎会留下后遗症吗？,1
1136,什么药治感冒最好最快？,感冒怎么治?,0
1137,很容易感冒是怎么回事？,特别容易感冒是为什么？,1
1138,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素扎了7天停药3天会怎么样？,1
1139,变应性哮喘就是过敏性哮喘吗？,变应性哮喘能跑步吗？,0
1140,利巴韦林气雾剂需要注意什么呢？,利巴韦林气雾剂有哪些事项要注意？,1
1141,万托林硫酸沙丁胺醇气雾剂是什么药,万托林硫酸沙丁胺醇气雾剂在哪买？,0
1142,肺炎支原体检测阴性代表什么情况?,肺炎支原体检测阴性正常吗,0
1143,小孩受凉感冒该用哪种感冒药,小孩受凉感冒能用哪种感冒药,1
1144,胸膜炎是怎么引起的怕生气吗,胸膜炎是怎么引起咳嗽的,0
1145,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松治疗胸膜炎可取吗？,1
1146,我家宝宝总是咳嗽，该怎么办呢？,小宝宝咳嗽老不好怎么办？,1
1147,刚断了胸膜炎的药还会得肾结核吗,刚断了胸膜炎的药应该注意什么,0
1148,咳嗽有痰不通气请问怎么做才会恢复？,咳嗽有痰不通气是感冒了？,0
1149,患感冒了能用云南白药复方牛黄消炎胶囊吗,云南白药复方牛黄消炎胶囊里面有什么成分,0
1150,胸膜炎与穿内衣的松紧关系大吗,胸膜炎患者穿内衣用特别料子吗,0
1151,间质性肺炎制不住怎么处理,间质性肺炎制不住如何处理？,1
1152,肺气肿反复发作平时该怎么预防,肺气肿治愈还会复发吗？,0
1153,小儿支原体肺炎会引发脑炎吗？,小儿支原体肺炎会造成脑炎吗？,1
1154,小孩子一直打喷嚏是不是感冒了？,小孩子一直打喷嚏鼻塞怎么办,0
1155,宝宝得了肺炎多久能康复?,宝宝得了肺炎需要多长时间才能痊愈,1
1156,请问肺炎引起心脏衰竭怎么治？,肺炎能会不会引发心脏衰竭,0
1157,为什么感冒后耳朵会发烧变红,感冒后为什么会感觉耳朵发烧变红,1
1158,怀孕感冒了有啥办法？？？,怀孕感冒了怎么治？？？,1
1159,孩子感冒能吃什么药呢？,孩子感冒需要吃什么药？,1
1160,儿童肺炎怎么治疗才好呢？,孩子得了肺炎要怎么治疗好？,1
1161,怀孕的妈妈得了肺炎怎么治疗?,怎样预防肺炎?,0
1162,23价肺炎有必要打吗,打23价肺炎有用吗,1
1163,阿莫西林胶囊适用于什么病症,你好请问阿莫西林胶囊是适用于什么症状的可以抗什么菌啊,0
1164,克拉霉素片克拉仙的成分和功效是什么,克拉霉素克拉霉素的成分功效分别有哪些,1
1165,支气管炎的最佳治疗方法是什么,治疗支气管炎最好的办法是什么？,1
1166,头孢克肟能否医治上呼吸道感染,头孢克肟可以医治上什么病状？,0
1167,过敏性哮喘怎么办才能好呢?,过敏性哮喘能根治吗,0
1168,肺气肿能吃什么食物?不能吃什么食物,肺气肿在食物上有哪些能吃哪些不能吃？,1
1169,治胸膜炎用哪种中成药好,什么中成药治疗治胸膜炎好,1
1170,肺气肿症状有哪些？,肺气肿病人最明显的表现有哪些呢?,1
1171,他罗算霉素和清淋颗粒是不是男女都能用,大人尿床是怎么回事女，吃清淋颗粒和阿奇霉素有用吗,0
1172,支气管炎和哮喘有什么区别,气管炎和哮喘的区别是什么？,1
1173,60岁得肺气肿还能活多长时间？,肺气肿病人怎么治疗的？,0
1174,请问感冒的时候可以喝枸杞吗？,请问感冒的时候可以用板蓝根吗？,0
1175,8岁儿童的肺炎怎么治?,孩子得了肺炎要怎么治疗好？,1
1176,孩子肺炎怎么治疗好得快一点,宝宝肺炎不能吃什么?,0
1177,我经常反复性的感冒流鼻涕是什么原因,我经常反复性的感冒流鼻涕和鼻炎有关系吗,0
1178,一岁多的小孩得肺炎怎么办啊？,一岁多的小孩得了肺炎怎么治疗呀？,1
1179,过期的阿莫西林胶囊有危害吗？,阿莫西林胶囊保质期是多久,0
1180,支原体肺炎吃什么药管用?,支原体肺炎有哪些症状?,0
1181,阿奇霉素片是治疗什么的？,阿奇霉素片的适应症有什么呢？,1
1182,新生儿上呼吸道感染症状有哪些,新生儿上呼吸道感染如何治疗,0
1183,防控肺炎家人不听劝,肺炎的孩子，父母多注意什么？,0
1184,请问孕妇感冒能吃什么药？,请问孕妇感冒吃什么药好,1
1185,阿莫西林克拉维酸钾胶囊可以治疗牙疼吗,阿莫西林克拉维酸钾胶囊是治疗牙齿痛的特效药吗,1
1186,肺炎一般要治疗多久才能痊愈?,肺炎会引起发烧吗,0
1187,感冒了嗓子不舒服怎么办,感冒了嗓子不舒服有什么好办法,1
1188,长期坐姿不好会得胸膜炎吗,长期坐姿不好可能得胸膜炎吗,1
1189,九个月宝宝流鼻涕怎么办,九个月宝宝流鼻涕怎么治,1
1190,过敏性哮喘和一般哮喘的区别是什么,过敏性哮喘和一般哮喘区别有哪些,1
1191,得过胸膜炎后可以生小孩吗,得过胸膜炎后饮食需要注意什么,0
1192,老年人得肺炎能彻底治疗好吗?,老年人肺炎怎么治疗？,0
1193,感冒会造成心跳加速吗?,感冒心跳加快为什么？,0
1194,心脏偶尔快速跳动是什么情况？,心脏偶尔快速跳动是怎么了？,1
1195,五个月宝宝支气管肺炎咳嗽怎么治疗,五个月宝宝咳嗽干呕会是肺炎吗？,0
1196,孕妇感冒最快治疗方法有什么,孕妇感冒不能吃什么药,0
1197,如何有效治疗慢支肺气肿？,患有慢支肺气肿能运动吗？,0
1198,朗致贞芪扶正颗粒不良反应是怎么样的呢,朗致贞芪扶正颗粒不良反应是什么,1
1199,肺炎咳嗽的症状是什么?,咳嗽到肺炎的症状是什么？,0
1200,23价肺炎疫苗有不良反应吗?,23价肺炎疫苗会不会有不良反应吗?,1
1201,上呼吸道过敏综合征是什么病,上呼吸道过敏综合征指什么病？,1
1202,服用伊龙清热解毒口服液后会不会引起皮肤发红,皮肤发红有没有可能是因为服用了伊龙清热解毒口服液,1
1203,支原体小儿肺炎是什么意思？,怎么治疗支原体小儿肺炎？,0
1204,孕妇感冒对胎儿有影响吗？,孕妇感冒会影响胎儿吗？,1
1205,冠状病毒感染性肺炎潜伏期,冠状病毒肺炎潜伏期,1
1206,银诺克利肺片买哪个厂家生产的好呢,银诺克利肺片能治肺结核吗,0
1207,小孩得了支原体肺炎什么药效果好？,小孩得了支原体肺炎用什么药最管用？,1
1208,治疗小儿支原体肺炎方法是什么？,小儿支原体肺炎有什么治疗方案?,1
1209,肺气肿和慢阻肺是一种病?有什么区别?,肺气肿和慢阻肺怎么治？,0
1210,肺炎一般要治疗多久才能痊愈?,肺炎一般要治多久才可以好？,1
1211,肺炎好了右胸痛怎么治疗？,肺炎导致右边胸痛怎么办？,0
1212,总是感冒流鼻涕有什么好的办法？,伤风感冒流鼻涕怎么办,0
1213,孕妇感冒会不会影响胎儿。,孕妇感冒对胎儿有影响吗？,1
1214,孩子感冒流鼻涕有什么办法呢,孩子感冒流鼻涕吃什么药,0
1215,使用沙丁胺醇气雾剂有哪些副作用,喷沙丁胺醇气雾剂的副作用有哪些,1
1216,轻微肺气肿可以活四十年吗,轻微肺气肿还能活四十年吗？,1
1217,肺炎会有什么后遗症呢,肺炎会留下什么后遗症呢,1
1218,什么牌子的达肺草效果比较好呢,达肺草属于中草药吗,0
1219,肺气肿能不能喝橄榄油？,您好请问肺气肿是不是喝橄榄油,1
1220,小儿支原体肺炎饮食需要注意什么？,小儿支原体肺炎有哪些症状？,0
1221,怎样知道宝宝有没有得肺炎,如何判断宝宝有没有得肺炎,1
1222,妈妈感冒了，宝宝能吃母乳吗,哺乳期妈妈感冒了能吃抗生素吗,0
1223,感冒流鼻涕头疼发热全身出虚汗有什么办法,感冒流鼻涕头疼发热全身出虚汗能用什么药,1
1224,产后三十五天小腹坠痛是什么原因造成？,小腹坠痛在产后第三十五天是什么原因？,1
1225,请问病毒性感冒症状有哪些,病毒性感冒传染吗？,0
1226,胸膜炎症状胸膜炎严重不严重,胸膜炎症状严重吗,0
1227,得过肺炎的老人能否接种23价肺炎疫苗？,得过肺炎的老人能接种23价肺炎疫苗吗？,1
1228,肺气肿会导致哪些并发症啊？,得了肺气肿会出现什么样的并发症呢,1
1229,肺部感染加胸膜炎该怎么治疗，严重吗？,肺部感染胸膜炎治疗困难吗？,1
1230,孕妇感冒可以喝可乐姜汤吗,孕妇感冒能不能喝可乐姜汤,1
1231,感冒不吃药多久能好,不吃药多喝水感冒能好吗,1
1232,九个月的宝宝老是流鼻涕该怎么做？,九个月的宝宝一直流鼻涕如何是好,1
1233,百利阿莫西林胶囊的注意事项有哪些？,百利阿莫西林胶囊效果怎么样？,0
1234,细菌性胸膜炎应如何治疗可治愈吗,细菌性胸膜炎应如何治疗治愈的几率高吗,0
1235,宝宝刚满月老是打喷嚏流脓鼻涕怎么办才好,一月龄婴儿打喷嚏流浓鼻涕该如何是好？,1
1236,过敏性哮喘与变异性哮喘的区别,哮喘气雾剂哪种比较好？,0
1237,怀孕期间感冒了，对胎儿都有什么影响,怀孕期间感冒对胎儿影响都有什么,1
1238,儿童肺炎怎么办,5岁孩子得肺炎怎么治疗,1
1239,维宏阿奇霉素片一天几片,维宏阿奇霉素片一天最多吃几片,1
1240,得过胸膜炎公考报名用填写吗,得过胸膜炎还能正常工作吗,0
1241,感冒不停打喷嚏应该怎么办,感冒不停打喷嚏属于什么感冒,0
1242,变异性哮喘在饮食上应注意什么,咳嗽变异性哮喘的症状有哪些？,0
1243,变异性哮喘对患者身体影响有哪些,变异性哮喘有什么症状？,0
1244,宝宝上呼吸道感染吃什么药好,宝宝上呼吸道感染是什么原因,0
1245,罗红霉素颗粒适合小孩吗，治疗什么病,罗红霉素颗粒是不是不太适合小孩，治疗什么病呢,1
1246,间质性肺炎可以治好吗,间质性肺炎能治愈吗,1
1247,病毒性感冒有什么症状表现？,病毒性感冒症状有什么？,1
1248,四岁小孩感冒头疼感冒发烧怎么治疗？,四岁小孩感冒头疼四肢无力是不是发烧了,0
1249,过敏性哮喘怎么办才能好呢?,如何治疗过敏性哮喘,1
1250,咳嗽变异性哮喘的治疗什么方法可取？,咳嗽变异性哮喘的治疗方法哪个好？,1
1251,"现在肺炎能治好吗,大概多少钱",目前治疗肺炎的最好方法是什么,0
1252,上呼吸道感染如何诊断检查,上呼吸道感染吃什么药,0
1253,肺气肿的治愈方法有哪些？,怎么治愈肺气肿？,1
1254,渗透性胸膜炎结核能不能治好,渗透性胸膜炎结核能治好的可能性大吗？,1
1255,新型冠状病毒感染的肺炎病例症状,感染冠状病毒的潜伏期是多长？,0
1256,一月龄婴儿打喷嚏流浓鼻涕怎么办,一月龄婴儿打喷嚏流浓鼻涕怎么治疗好？,1
1257,造成小儿支原体肺炎的原因有哪些？,小儿肺炎支原体严重吗？,0
1258,马应龙的复方甘草口服溶液有什么用,马应龙的复方甘草口服溶液哪里能买到,0
1259,哮喘病在饮食上应注意什么?,哮喘病有哪些症状？,0
1260,幼儿肺炎的症状是什么,幼儿肺炎的发病表现是什么,1
1261,肺炎的症状有哪些症状？,肺炎的症状有哪些,1
1262,肺气肿，双肺大泡.请问怎么治疗?,肺气肿比肺大泡严重吗？,0
1263,得了过敏性哮喘要注意些什么？？？谢谢,得了过敏性哮喘有什么需要注意的？,1
1264,咳嗽变异性哮喘该怎么治疗最好,咳嗽变异性哮喘的病症怎么治疗好呢？,1
1265,孩子肺炎怎么治疗好得快一点,孩子得了肺炎要怎么治疗好？,1
1266,过敏性哮喘用药能根治吗,过敏性哮喘能用药彻底治好吗？,1
1267,新型冠状病毒感染的肺炎症状,人冠状病毒感染怎么办,0
1268,肺气肿症状有什么按摩疗法?,肺气肿能用推拿吗?,0
1269,高血压患者服用伤风停胶囊治疗伤风感冒可以吗,高血压患者不能吃什么,0
1270,间质性肺炎制不住怎么办,间质性肺炎制不住怎么处理,1
1271,小孩子得了肺炎到底该怎么办啊?,孩子得了肺炎要怎么治疗好？,1
1272,服用了阿胶胶囊后大姨妈来的很多是咋回事,阿胶胶囊是属于补气养血的中药吗,0
1273,购买新博柴黄颗粒是多少钱呢,药店可以买到新博柴黄颗粒吗大概多少钱,1
1274,过敏性哮喘怎样治疗,过敏性哮喘能不能手术治疗,0
1275,怀孕七个月了、感冒了怎么办、,怀孕七个月了、感冒会引起畸形吗,0
1276,过敏性哮喘能用药彻底治好吗？,过敏性哮喘可否用药根治疾病？,1
1277,上呼吸道支原体衣原体感染怎么吃阿奇霉素,阿奇霉素可以治疗上呼吸道支原体感染吗,1
1278,怀孕感冒了怎么办？？？,怀孕感冒了能接种流感疫苗吗？？？,0
1279,肺气肿还抽烟是不是会使病情恶化？,抽烟对肺气肿有什么危害？,0
1280,请问嘴唇小腿肿紫是由肺气肿引起的吗？,嘴唇小腿肿紫是肺气肿造成的吗？,1
1281,过敏性哮喘应该注意哪些问题?,过敏性哮喘适合什么运动,0
1282,两岁半宝宝用复方异托溴铵做雾化的用量是什么？,两岁半宝宝用复方异托溴铵做雾化该服用的用量是多少？,1
1283,得了肺气肿怎么治疗的呢?,同时患上支气管炎和肺气肿能治好吗？,0
1284,小孩肺炎饮食需要注意哪些?,宝宝患有肺炎在饮食上需要注意什么？,1
1285,外伤有可能导致胸膜炎吗,受了外伤能不能引发胸膜炎,1
1286,新型冠状肺炎发烧多少度,肺炎已退烧又发烧怎么办？,0
1287,左氧氟沙星滴眼液五个月的宝宝可以用吗？,使用左氧氟沙星滴眼液要注意什么？,0
1288,肺气肿肺大泡肝上还有个囊肿严重吗？,肺气肿肺大泡肝有哪些症状？,0
1289,牙龈发炎会引发胸膜炎吗,牙龈发炎红肿有什么小妙招,0
1290,富露施乙酰半胱氨酸颗粒对身体的危害大吗,富露施乙酰半胱氨酸颗粒对身体有影响吗,1
1291,为什么胸膜炎恢复期间总是前胸痛,胸膜炎恢复期间用补营养品吗,0
1292,肺气肿有哪些饮食原则？,肺气肿能吃百合中药酵素吗？,0
1293,肺炎的症状有哪些？,肺炎的主要症状,1
1294,肺气肿患者晚期怎么办？,肺气肿晚期患者要怎么治疗？,1
1295,23价肺炎疫苗需要打多少针,23价肺炎疫苗婴儿能打吗,0
1296,六个月的宝宝有点流鼻涕怎么办？,六个月的宝宝有点流黄鼻涕需要吃什么药,0
1297,一般感冒药吃多了会导致月经推迟吗？,一般感冒药吃多会对身体造成伤害吗,0
1298,我这几天感冒喉咙痛可以吃感冒胶囊吗,我这几天感冒喉咙痛吃感冒胶囊可以吗,1
1299,小儿肺炎支原体抗体弱阳性？,小儿肺炎支原体抗体弱阳性的含义是什么？,1
1300,感冒挂什么科外科还是内科,感冒需要挂什么科,1
1301,环球复方甘草口服溶液作用有哪些,环球复方甘草口服溶液有什么服药禁忌,0
1302,红树清火栀麦片是中药还是西药,红树清火栀麦片的成分有哪些,0
1303,支气管炎哮喘应该吃什么药好？,支气管炎哮喘吃什么药比较好？,1
1304,百令胶囊和补肺活血胶囊哪个效果好,百令胶囊和补肺活血胶囊哪个疗效好,1
1305,细菌性胸膜炎应如何治疗能否治愈吗,细菌性胸膜炎应如何治疗,0
1306,孕妇感冒了吃什么好的快,孕妇感冒推荐吃什么,1
1307,变异性哮喘能彻底治疗好吗,变异性哮喘的症状有哪些？,0
1308,妈妈感冒了可以喂母乳吗,孕妇妈妈感冒了吃饭应该注意什么,0
1309,胸膜炎治愈后有可能复发吗,胸膜炎治愈后肺部会不会留下结节,0
1310,婴儿先天性喉喘鸣怎样治疗,先天性漏斗胸和喉喘鸣 4个月婴儿有先天性漏斗胸和喉喘鸣应该怎么...,0
1311,肺炎会有什么后遗症呢,股骨头坏死是不是肺炎的后遗症,0
1312,13肺炎疫苗多少钱一针,13肺炎疫苗几个月打,0
1313,咳嗽时间长了会引起肺炎吗,咳嗽久了会成肺炎吗,1
1314,防控肺炎家人不听劝,预防肺炎父母不听怎么办,1
1315,请问肝功能不全的人可以服用罗红霉素片吗,肝功能不全是什么病,0
1316,阿奇霉素干混剂希舒美用于什么,阿奇霉素干混剂希舒美作用是什么？,1
1317,肺气肿患者饮食的注意事项是什么？,肺气肿患者在饮食上有什么需要注意的呢？,1
1318,宝宝打喷嚏流鼻涕吃什么药好得快,宝宝打喷嚏流鼻涕吃什么药效果好,1
1319,患感冒了能用云南白药复方牛黄消炎胶囊吗,风寒感冒可以用云南白药复方牛黄消炎胶囊吗,1
1320,众生胶囊是饭前吃还是饭后在吃呀,众生胶囊应该饭前吃还是饭后吃呀？,1
1321,胸膜炎治愈后胸以后会痛吗,胸膜炎治愈后胸以后会不会痛呢？,1
1322,武汉不明原因肺炎的症状有哪些症状,不明原因肺炎的治疗方法,0
1323,哺乳期感冒可以吃感冒药吗？,哺乳期感冒可以吃阿莫西林吗？,0
1324,请问肺气肿要怎么治愈？,肺气肿严不严重？,0
1325,宝宝得支原体肺炎要采取哪种办法能治愈好？,宝宝感染肺炎支原体严重吗？,0
1326,什么叫特发性间质性肺炎?,间质性肺炎和肺炎的区别是什么,0
1327,转移因子胶囊和口服液哪个管用,转移因子胶囊是一种增强免疫力的药吗,0
1328,治疗支气管炎最好的办法是什么？,支气管炎有什么好的饮食方法？,0
1329,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝如何治理,0
1330,阿莫西林胶囊孕妇能吃吗,孕妇可以吃阿莫西林胶囊吗,1
1331,感冒以后吃了几天药不见效怎么办,感冒以后应该注意什么,0
1332,得了肺气肿会传染给家吗,患者发生感染易得肺气肿吗？,0
1333,宝宝是否得了新生儿支原体肺炎？,宝宝得了肺炎，为什么要查衣原体和支原体？,0
1334,上呼吸道感染咳嗽如何治疗?,上呼吸道感染咳嗽是什么原因引起的？,0
1335,因为感冒声音沙哑怎么办,因感冒导致声音沙哑怎么办好？,1
1336,吃感冒药后喝酒会有什么后果,吃感冒药后是不能喝酒的对吗,0
1337,四环素是不是黄安类，治疗什么病的？,四环素一般多少钱,0
1338,丰鹿牌百咳静糖浆是正品药吗,丰鹿牌百咳静糖浆是专治咳嗽的吗,0
1339,宝宝五个月的时候得了肺炎，咳嗽,五个月宝宝咳嗽干呕会是肺炎吗？,0
1340,医生给我儿子拿的复方蛤青的注射液怎么样,复方蛤青注射液效果怎么样,1
1341,利巴韦林气雾剂有哪些不良反应呢,利巴韦林气雾剂治疗什么？,0
1342,针对肺气肿病人厌食该如何治疗,肺气肿病人厌食该怎么做？,1
1343,过敏性哮喘怎么治疗比较好?,过敏性哮喘能不能通过手术治愈,0
1344,感冒喉咙痛吃什么水果好,感冒喉咙痛能吃什么水果,1
1345,胸膜炎患者康复后可多喝苦菜泡茶吗,苦菜泡茶能治病吗,0
1346,宝宝打喷嚏流鼻涕吃什么药好得快,打喷嚏喷出来的也是透明的，是怎么回事啊？,0
1347,哺乳期感冒怎么治疗最好,哺乳期感冒有什么好的治疗办法,1
1348,成人得了肺炎如何进行治疗,肺炎的临床表现是什么,0
1349,清热解毒软胶囊哪个地方生产的医保能用吗,清热解毒软胶囊怎样服用,0
1350,患了肺气肿要做手术吗？,肺气肿的病需要手术治疗吗,1
1351,肺炎一般吊水需要多久能痊愈,肺炎吃什么中药,0
1352,感冒了会影响血常规检查吗,血常规在什么情况下建议检查,0
1353,鼻塞打喷嚏流鼻涕该怎么办？,鼻塞打喷嚏流鼻涕怎么治？,1
1354,乐达非热毒平颗粒是医保药吗,乐达非热毒平颗粒医保能用吗,1
1355,什么叫特发性间质性肺炎?,肺炎患者的症状主要是什么？,0
1356,六个月的宝宝有点流鼻涕怎么办？,六个月的宝宝有点流鼻涕可以喝板蓝根吗,0
1357,小儿支气管肺炎和支原体肺炎有什么区别？,小儿支气管肺炎和支原体肺炎哪个严重？,0
1358,一岁半的小孩不感冒老是流鼻涕有什么办法,一岁半的小孩不感冒老是流鼻涕怎样治疗,1
1359,支原体肺炎要怎么治疗好,支原体肺炎要如何治疗好？,1
1360,治胸膜炎用哪种中成药好,什么中成药治疗治胸膜炎好,1
1361,肺炎支原体血清学实验阳性1:40什么情况？,肺炎支原体血清学实验都有哪些指标,0
1362,石家庄清热解毒软胶囊效果明显吗,孕妇可以吃石家庄清热解毒软胶囊吗,0
1363,30岁肺气肿能活多久?,肺气肿难治吗？,0
1364,肺炎支原体血清学实验阳性1:40什么情况？,肺炎支原体血清学实验阳性1:40说明什么,1
1365,吃感冒药后多久可以怀孕？,吃感冒药后怀孕有影响吗？,0
1366,胸膜炎的治疗手段有什么？,结核性胸膜炎的治疗方法有哪些,0
1367,得过胸膜炎胸片能看出来吗,胸片能看出来得过胸膜炎吗,1
1368,感冒引起头痛是什么原因,感冒引起头痛是为什么,1
1369,小孩长期流鼻涕是怎么回事？,小孩长期打喷嚏是不是病毒性感冒？,0
1370,哺乳期感冒流鼻涕打喷嚏如何是好,哺乳期感冒流鼻涕打喷嚏有什么办法,1
1371,闭塞性细支气管炎与肺气肿属于同样的病吗？,闭塞性细支气管炎与肺气肿病症相同吗？,1
1372,变异性哮喘饮食禁忌有哪些,变异性哮喘的症状有哪些？,0
1373,肺炎输液治疗需要多长时间,肺炎吃什么中药,0
1374,阿莫西林胶囊怎么吃,阿莫西林胶囊的用法用量是多少,1
1375,咨询一下百令胶囊是非处方药吗,咨询一下百令胶囊是不是处方药,1
1376,孩子咳嗽哮喘，坚持凉水洗澡行吗,孩子咳嗽哮可不可以坚持凉水洗澡？,1
1377,宝宝反复上呼吸道感染怎么办，是免疫低,一岁小孩反复呼吸道感染 反复呼吸道感染，免疫力低下,0
1378,23价肺炎疫苗和13价的区别是什么?,23价肺炎疫苗和13价的哪个贵,0
1379,硫酸沙丁胺醇吸入气雾剂老人可以用吗,沙丁胺醇气雾剂怎么用？,0
1380,阿斯美复方甲氧那明胶囊治疗咳嗽效果如何,复方甲氧那明胶囊是治疗哮喘的常用药吗,0
1381,我老爸哮喘好辛苦，请问可以吃洋参吗,哮喘能否吃洋参？,1
1382,孕妇经常闻花露水和风油精有影响吗,孕妇经常闻风油精和花露水行吗,1
1383,儿童支原体肺炎怎么治疗,孩子得了支原体肺炎要怎么治疗？,1
1384,我家宝宝总是咳嗽，该怎么办呢？,小孩子经常咳嗽怎么办？,1
1385,孕妇感冒快速治愈的方法有哪些,孕妇感冒可以多补充新鲜水果和蔬菜吗,0
1386,复方红豆杉胶囊一个疗程要吃多少天,复方红豆杉胶囊用于中晚期肺癌的患者可以吗,0
1387,轻微肺气肿能否活四十年？,得了肺气肿平均死亡年龄是多少？,0
1388,肺炎胸膜炎是什么引起的,肺炎胸膜炎是引起的原因是什么？,1
1389,怀孕初期会有感冒症状吗,怀孕初期有发烧症状怎么办,0
1390,慢阻肺与肺气肿的区别是什么？,慢阻肺肺气肿应该要怎么治疗？,0
1391,治疗肺气肿的药物哪种好,a型肺气肿是哪一种？,0
1392,小儿支原体肺炎的复查咨询,小儿支原体肺炎需要复查吗？,1
1393,感冒鼻塞流鼻涕打喷嚏该怎么治疗,感冒引起的鼻塞流鼻涕打喷嚏有什么办法,1
1394,婴儿肺炎什么症状？？？,婴儿肺炎有何症状?,1
1395,慢阻肺的护理措施有哪些?,慢阻肺有哪些病症？,0
1396,肺炎支原体抗体弱阳性是什么意思?,肺炎支原体抗体弱阳性应注意什么,0
1397,孕妇感冒最快治疗方法有什么,孕妇感冒多喝白开水能好的快点吗,0
1398,4岁小孩得肺炎怎么办，急,克拉霉素分散片对肺炎有没有效果的啊,0
1399,宝宝流鼻涕鼻子不通怎么办,鼻子不通对宝宝有影响吗？,0
1400,治疗胸膜炎的方法有哪些,治疗胸膜炎有哪些方法？,1
1401,咳嗽会是新冠肺炎疫情吗,宝宝咳嗽老不好，会是肺炎吗？肺炎的话光喝药是不是不容易好？,0
1402,23介肺炎疫苗有必要打吗,23价肺炎疫苗必需要打吗,1
1403,琥乙红霉素片是消炎药吗,喝黄洒吃消炎药琥乙红霉素片不,0
1404,肺炎治疗周期是多长,小儿肺炎容易治好吗,0
1405,哺乳期感冒流鼻涕打喷嚏怎么办,哺乳期感冒有点鼻塞和咳嗽，有什么药是可以安全服用？,0
1406,肺气肿肺大泡需不需要手术？,肺气肿初期需不需要吃药应该吃什么？,0
1407,肺炎胸膜炎是什么引起的,肺炎胸膜炎是什么导致的,1
1408,怀孕前期感冒了怎么做才好？,怀孕前期感冒需要怎么做,1
1409,铜绿假单胞菌肺炎的治疗方法是什么？,铜绿假单胞菌肺炎是怎么回事？,0
