id,query1,query2,label
511,"剧烈运动后咯血,是怎么了?",剧烈运动后咯血，需要就医吗？,0
512,请问干性胸膜炎用什么药？,请问干性胸膜炎能治愈吗？,0
513,金页黄芩片的厂家是哪里呢售价如何呢,金页黄芪片可以治疗气短乏力吗,0
514,变异性哮喘吃什么好?,变异性哮喘吃什么药管事？,1
515,牙龈炎吃罗红霉素可以吗,牙龈炎吃罗红霉素缓释胶囊有用吗效果好吗,1
516,有没有肺气肿不咳嗽只发烧的孩子,有多少宝宝肺气肿只发烧不咳嗽,1
517,23价肺炎疫苗必须打吗,23价肺炎疫苗是否一定要打,1
518,不到5岁小孩老是感冒有什么法？,不到5岁小孩老是感冒怎么治？,1
519,哺乳期可以用红霉素软膏吗,哺乳期能用红霉素软膏吗？,1
520,心肌梗死肺气肿怎么办？,轻微脑梗吃啥药好？,0
521,感冒引起声音沙哑该怎么治疗？,因感冒导致声音沙哑怎么办好？,1
522,得了肺气肿会发生什么严重的后果?,肺气肿病人怎么治疗的？,0
523,孕妇能用新康泰克通气鼻贴吗?,孕妇用新康泰克通气鼻贴好不好,1
524,请问气紧胸闷肺气肿怎么办？,气紧胸闷是患了肺气肿吗？,0
525,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎在复查阶段咳嗽总是不好怎么做？,1
526,有什么办法可以预防感冒？,最好的办法是什么可以预防感冒,1
527,孩子肺炎咳嗽反复很是无奈怎么办,肺炎咳嗽喝感冒咳嗽的区别是什么,0
528,哮喘发作时是否需要使用抗生素,哮喘发作时有什么特点？,0
529,要是孕妇感冒了吃什么好？？,孕妇感冒了用热水烫脚可以吗？？,0
530,体质不好容易感冒怎样治？,体质差的人怎样做不容易感冒？,1
531,哺乳期腹股沟淋巴结肿大怎么办,哺乳期腹股沟淋巴结肿大有什么办法,1
532,刚出生十多天的宝宝鼻塞流鼻涕该怎么做？,刚出生十多天的宝宝鼻塞流鼻涕如何处理？,1
533,6个月宝宝流鼻涕可以打疫苗吗,6个月宝宝流鼻涕打疫苗可以吗,1
534,肺气肿喝橄榄油好吗？,您好请问肺气肿是不是喝橄榄油,1
535,明兴清开灵颗粒的价格怎么样,儿童喝明兴清开灵有副作用吗,0
536,感冒了怎么办才能好的快一些呢？,感冒了有什么办法能好的快一些呢,1
537,咳嗽3个月了，可能是变异性哮喘吗,变异性哮喘能治愈吗,0
538,上呼吸道堵塞有哪些治疗方法,上呼吸道堵塞的治疗方法是什么,1
539,恩替卡韦胶囊是属于医保范畴的药吗,恩替卡韦胶囊在医保里面包括吗,1
540,23价肺炎疫苗要不要打,23价肺炎疫苗多少钱,0
541,儿童支原体肺炎如何治疗,小儿支原体肺炎是什么？,0
542,咳嗽变异性哮喘，是由什么原因造成的,咳嗽变异性哮喘的病因是什么？,1
543,宝宝上呼吸道感染反复发烧该如何治疗,一周岁宝宝上呼吸道感染反复发烧，两天了需要输液治疗吗？,0
544,有哮喘，阿司匹林肠溶片能否常吃,阿司匹林肠溶片对有哮喘的病人有副作用吗？,0
545,在什么情况下有可能传染结核胸膜炎,在什么情况下会传染结核胸膜炎,1
546,过敏性哮喘有什么偏方吗?,过敏性哮喘传染吗？,0
547,血常规检查出来胸膜炎的机率大吗,胸膜炎血常规能检查出来吗,1
548,感冒引起耳朵疼怎么办？,感冒耳朵疼会影响听力吗？,0
549,百利阿莫西林胶囊的主治疾病有哪些？,百利阿莫西林胶囊的功效有什么？,0
550,哺乳期感冒怎么治疗最好,哺乳期感冒了宝宝还能不能吃奶,0
551,小儿支原体肺炎的治疗方法有哪些？,如何诊断小儿支原体肺炎？,0
552,宝宝血常规怎么看出来感冒,宝宝感冒的血常规应该咋看,1
553,六个月的孕妇上呼道感染需要吃那种药,六个月的孕妇上呼道感染的症状是什么,0
554,小孩子经常的流鼻涕该怎么办啊？,小孩子老是流鼻涕该做什么啊？,1
555,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃感冒药对胎儿听力有影响吗,0
556,吃什么药能治疗喉咙痛,喉咙痛是上呼吸道感染了吗,0
557,一月龄婴儿打喷嚏流浓鼻涕该如何是好？,一月龄婴儿打喷嚏流浓鼻涕怎么治疗好？,1
558,肺炎反复发烧8天如何治疗,肺炎反复发烧8天怎么治疗,1
559,肺炎反复发烧8天怎么办,肺炎反复发烧8天如何治疗,1
560,胸闷疼后背难受会不会是胸膜炎,胸闷疼后背难受是胸膜炎的症状吗,0
561,体质差容易感冒怎么办？,体质弱容易感冒怎么办？,1
562,宝宝感冒流鼻涕打喷嚏怎么办好？,宝宝打喷嚏流鼻涕如何是好,1
563,有肺气肿应注意些什么？,肺气肿都有哪些症状的,0
564,冠状病毒感染的症状有哪些？,人冠状病毒感染怎么办,0
565,支气管炎的最佳治疗方法是什么,支气管炎能治好吗？,0
566,我感冒嗓子疼可以吃利君沙吗,你好感冒嗓子疼可以吃利君沙吗,1
567,过敏性哮喘会不会影响寿命?,过敏性最多能活多久,1
568,请问气紧胸闷肺气肿怎么办？,肺气肿胸闷气短怎么办？,1
569,请问肺炎是怎样引起的？,肺炎患者饮食要注意什么,0
570,过敏性哮喘适合什么运动?,过敏性哮喘怎样治疗,0
571,上呼吸道感染低烧反复发作怎么处理,上呼吸道感染低烧反复发作怎么办,1
572,婴儿吃阿奇霉素会引起吐奶吗？,婴儿吃阿奇霉素造成吐奶吗？,1
573,咳嗽变异性哮喘与哮喘的区别是什么?,什么是咳嗽变异性哮喘,0
574,消炎药和感冒药能不能一起吃,消炎药和感冒药能同时吃吗,1
575,宝宝流鼻涕是感冒症状吗,小孩子流鼻涕是不是感冒的症状？,1
576,复方红豆杉胶囊一个疗程要吃多少天,复方红豆杉胶囊一疗程吃几天,1
577,胸膜炎恢复期间为什么总是前胸痛,前胸痛是什么引起的,0
578,上呼吸道堵塞的治疗方法有哪些,上呼吸道堵塞是怎样什么引起的,0
579,婴幼儿上呼吸道感染的症状是什么？,婴幼儿上呼吸道感染的症状有哪些？,1
580,孕妇可以服用复方甘草口服溶液吗,复方甘草口服液对孕妇有什么影响？,0
581,23价肺炎疫苗会不会有不良反应吗?,23价肺炎疫苗的不良反应有哪些？,1
582,肺气肿可以在慢性病门诊治疗吗,肺气肿能办慢性病门诊的治疗手续吗,1
583,经常感冒是什么原因造成的？,特别容易感冒是为什么？,1
584,上呼吸道感染吃什么药好,上呼吸道感染有什么特效药？,1
585,维宏阿奇霉素片一天几片,维宏阿奇霉素片用量是多少？,1
586,信韦灵利巴韦林气雾剂能主治什么疾病呢,信韦灵利巴韦林气雾剂是医保类药吗,0
587,病毒性感冒和普通型感冒有什么不同？,普通感冒和病毒性感冒有什么区别？,1
588,巨能清热解毒口服液是处方药吗,巨能清热解毒口服液能开处方药吗,1
589,感冒鼻子闻不到味道怎么办,感冒鼻子闻不到味道是什么原因,1
590,小孩上呼吸道感染反复发烧需要怎么治疗,小孩上呼道感染该怎么治疗,1
591,过敏性哮喘和一般哮喘有区别吗,过敏性哮喘和一般哮喘一样吗,1
592,罗红霉素的不良反应是什么？,罗红霉素的不良反应有哪些？,1
593,孕妇感冒能喝姜汤红糖水吗,孕妇感冒不能吃什么药,0
594,肺气肿吃补肺丸有用吗？,肺气肿能吃补肺丸吗？,1
595,小孩患上呼吸道感染怎么办,宝宝患上呼吸道感染怎么治疗,1
596,怀孕四个月感冒了能否吃药？,怀孕了怎么样治感冒？,0
597,不到5岁小孩老是感冒怎么办？,流感疫苗预防5岁小孩的感冒吗？,0
598,这段时间扁桃体反复发炎该怎么办呢,吃辛辣油腻的食物是不是会引起扁桃体发炎,0
599,孕妇可以吃阿莫西林胶囊吗,阿莫西林胶囊对孕妇有影响吗,1
600,闭塞性细支气管炎与肺气肿一样吗,闭塞性细支气管炎与肺气肿没有什么关系？,0
601,感冒会造成心跳加速吗?,感冒引起心跳加速吗?,1
602,得了肺气肿饮食上需要注意什么吗,气短的肺气肿患者怎么治疗啊？,0
603,感冒咳嗽厉害怎么办请问怎么进行康复训练,感冒咳嗽的厉害是肺炎吗,0
604,长期的咳嗽是怎么回事，一定是哮喘吗？,为什么长期咳嗽，肯定是哮喘吗？,1
605,肺气肿引发心脏问题后还能打感冒预防针吗,肺气肿加心脏病可以打感冒预防针吗,1
606,变异性哮喘会有哪些症状，严重不,变异性哮喘的症状是什么，严重不？,1
607,普通感冒跟病毒性感冒的区别,病毒性感冒一般多久好？,0
608,怎样辨别肺气肿早中晚期？,肺气肿早期有哪些症状？,0
609,孕妇感冒可以喝香菇炖鸡汤吗？,孕妇感冒了可以喝姜水吗？,0
610,请问肺气肿有哪些治疗方法？,肺气肿都有那些不适的症状？,0
611,肺炎，治疗一个星期，还要治疗多久,肺炎临床上怎么分型,0
612,哮喘一个月多了，夜里反复怎么办,哮喘一个月多了，夜里反复该如何是好？,1
613,"2周岁小孩不爱吃饭,经常感冒怎么办",2周岁小孩不爱吃饭，经常感冒有怎么办法,1
614,复方甘草口服溶液如果孕妇食用了会怎么样,复方甘草口服液一盒多少支,0
615,过敏性哮喘急性发作时怎么办,宝宝急性咽喉炎过敏性哮喘有些什么症状？,0
616,肺气肿属于怎样的疾病？,请问肺气肿是一种什么疾病？,1
617,反复上呼吸道感染，什么原因导致,上呼吸道反复感染原因？,1
618,23价肺炎疫苗和13价的区别是什么?,23价肺炎疫苗和13价不同的地方在哪里,1
619,5岁孩子得肺炎怎么治疗,儿童肺炎怎么办,1
620,变异性哮喘的症状有哪些?,变异性哮喘怎么办,0
621,支原体肺炎，吃阿奇霉素好使吗,阿奇霉素有副作用吗？,0
622,肺力咳合剂效果不是很好该吃什么药,肺力咳合剂效果太好能吃什么药？,1
623,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕属于什么感冒,0
624,治哮喘到北京德胜门中医院怎么样,北京德胜门中医院治疗哮喘病效果如何？,1
625,感冒了会影响血常规检查吗,血常规在什么情况下建议检查,0
626,妈妈感冒了还可以喂奶吗？,妈妈感冒了宝宝能吃奶吗？,1
627,支原体肺炎，吃阿奇霉素好使吗,支原体肺炎有什么症状？,0
628,儿子是支原体肺炎医生开了博利康尼有效果吗？,儿子是支原体肺炎医生开了博利康尼管用吗？,1
629,服用金莲花胶囊需要注意什么？,金莲花胶囊用量是多少呢？,0
630,宝宝轻微肺炎有什么症状,宝宝轻微肺炎是什么引起的？,0
631,咳嗽多久会引起肺炎呀？,宝宝感冒咳嗽会引起肺炎吗?,0
632,年纪大得急性胸膜炎危险大吗,老人有胸膜炎要怎么办？,0
633,宝宝肺炎支原体感染的症状是什么？,宝宝支原体肺炎感染有什么症状？,1
634,肺气肿和肺炎区别在哪？,怎么区别肺气肿和肺炎？,1
635,宝宝吃过东西就吐有什么好的办法？,宝宝吃过东西就吐，怎么办好呢？,1
636,肺气肿和肺大泡有什么区别?,慢阻肺和肺气肿有什么不同？,1
637,中医能治小儿支原体肺炎吗？,中医如何治疗小儿支原体肺炎？,0
638,六个月的宝宝有点流鼻涕怎么办？,六个月的宝宝有点流鼻涕咳嗽用不用吃药,0
639,胸膜炎在复查阶段咳嗽是患了什么毛病？,胸膜炎在复查阶段咳嗽是得了哪种疾病？,1
640,咳嗽变异性哮喘中医治疗效果会不会好些,咳嗽变异性哮喘中医治疗哮喘疗效会比较好吗？,1
641,变异性哮喘怎样治疗,变异性哮喘和哮喘的有区别吗,0
642,肺气肿与COPD怎么鉴别诊断,诊断肺气肿花费多吗？,0
643,怀孕期间感冒一直不好该咋办,怀孕了，经常感冒怎么办？,1
644,5岁宝宝支原体肺炎咳嗽厉害，不发烧怎么办？,5岁宝宝支原体肺炎咳嗽厉害，不发烧如何是好？,1
645,感冒头痛全身酸痛眼睛迷糊怎么回事,感冒头痛全身酸痛眼睛迷糊是为什么,1
646,怀孕第一个月吃感冒药有影响吗？,怀孕第一个月吃什么好？,0
647,过敏性哮喘最佳的治疗方法是什么,有过敏性哮喘平时注意什么问题最好？,0
648,肺气肿病人怎么注意饮食？,肺气肿病人平时怎么护理？,0
649,喘息性支气管炎和哮喘的区别？,哮喘和喘息性支气管炎的区别都有什么呢？,1
650,慢阻肺与肺气肿这两种疾病有什么区别？,慢阻肺与肺气肿吃感冒药行吗？,0
651,小宝宝感冒流鼻涕怎么办？,小宝宝流鼻涕是感冒吗,0
652,肺气肿要注意些什么,肺气肿注意事项有哪些,1
653,怀孕感冒能吃阿莫西林吗,怀孕感冒吃哪些药会影响胎儿,0
654,小孩肺炎有什么好的偏方吗?,幼儿肺炎有什么好的偏方吗,1
655,嗜麦芽黄单胞菌肺炎如何诊断检查,怎样治疗嗜麦芽黄单胞菌肺炎？,0
656,肺纤维化肺气肿如何治疗,肺纤维化肺气肿吃什么好？,0
657,请问屁股皮肤痒可以吃克拉霉素分散片吗？,过敏能吃克拉霉素分散片吗,0
658,发烧，咽痛，有痰咳嗽上呼吸道感染,发烧，咽痛，有痰咳嗽是怎么了,0
659,"孕妇感冒,咽喉肿痛,能按那些穴位",孕妇感冒，咽喉肿痛，怎么办,0
660,哺乳期妇女感冒可以吃什么药,哺乳期妇女感冒能吃什么药,1
661,间质性肺炎和肺炎的区别是什么,间质性肺炎能不能治好？,0
662,剧烈运动后喝水为什么会得胸膜炎,剧烈运动需要注意怎么,0
663,妈妈感冒影响继续喂母乳吗？,妈妈感冒了能不能喂母乳？,1
664,我是不是得了哮喘?为什么会得?,得哮喘的人吃什么好？,0
665,得了肺炎吃什么药好的快呀？,什么药物可以快速治疗肺炎呢？,1
666,哺乳期感冒怎么办最有效,哺乳期感冒怎样最有效,1
667,北京哪家药店有卖洛索洛芬钠片,洛索洛芬钠片是消炎药吗,0
668,什么中成药治胸膜炎效果好,治胸膜炎用哪种中成药好,1
669,变异性哮喘在饮食上应注意什么,咳嗽变异性哮喘的症状有哪些？,0
670,老人得了肺炎怎么办恢复的快,老人感染肺炎怎样治疗好得快一点,1
671,变异性哮喘有什么症状，会带白痰吗,变异性哮喘会传染吗？,0
672,肺炎的咳嗽症状是什么样子的？,肺炎咳嗽又什么症状？,1
673,孕妇感冒严重能输液吗?,在怀孕期间感冒了能输液吗？,1
674,非典型肺炎的致病病毒属于超抗原吗?,非典型性肺炎有哪些症状？,0
675,23价肺炎疫苗有必要打吗,23价肺炎疫苗一定要打吗,1
676,鼻痛鼻涕有血丝是鼻癌吗,"回吸鼻涕有血丝,是鼻咽癌吗？",1
677,怀孕28周了，感冒可以喝生姜水吗？,怀孕27周应该注意什么,0
678,孕妇有上呼吸道感染可以服用化痰消咳片吗,化痰消咳片一盒多少片,0
679,怀孕21周，感冒了怎么办？,怀孕21周，感冒了有什么办法？,1
680,得胸膜炎会有哪些症状？,胸膜炎好治吗？,0
681,上呼吸道感染引起感冒嗓子发炎有痰怎么办,上呼吸道感染引起感冒嗓子发炎有痰怎样治疗,1
682,上呼道感染是什么原因引起的,上呼道感染的主要诱因是什么,1
683,胸膜炎好了胸疼怎么回事,胸膜炎、胸部疼痛怎么办？,0
684,孕妇感冒了，该怎么办啊？,孕妇感冒了，有什么办法吗,1
685,鼻疽假单胞菌肺炎的治疗方法有哪些,鼻疽假单胞菌肺炎有哪些症状？,0
686,石家庄清热解毒软胶囊哪个牌子比较好,清热解毒软胶囊哪个牌子效果明显,1
687,弗郎西丝菌肺炎如何食疗,弗郎西丝菌肺炎有得治吗？,0
688,请问肺气肿属于什么类型的疾病？,肺气肿是什么样的病呢?,1
689,肺气肿病人有什么饮食禁忌?,肺气肿病人怎么治疗的？,0
690,体质差容易感冒怎么办？,改变不良生活习惯可以预防体质感冒吗,0
691,儿童支原体肺炎怎么治疗,孩子得了支原体肺炎要怎么治疗？,1
692,"哮喘,咳嗽,气喘的能吃孟鲁司特钠片吗","哮喘,咳嗽,气喘该注意什么在饮食上？",0
693,宝宝老流鼻涕是什么引起的,宝宝老流鼻涕是感冒了吗,0
694,一岁小孩经常流鼻涕该做什么好？,孩子总咳嗽怎么办？,0
695,肺癌能不能吃阿斯美复方甲氧那明胶囊,哮喘可以吃阿斯美复方甲氧那明胶囊吗,0
696,如何正规治疗小儿支原体肺炎,小儿支原体肺炎的后果是什么？,0
697,请问胸膜炎有粘连反复发作怎么办？,请问胸膜炎有粘连反复发作吃什么药有用？,0
698,胸膜炎一年了做什么复查？,胸膜炎一年了吃什么药好,0
699,怀孕第一个月吃感冒药可以吗？,吃感冒药对孕妇有什么影响吗,1
700,不疼的肠痉挛严重吗？,肠痉挛不痛很严重吗?,1
701,在医院里圣泰清热解毒口服液卖的比较贵吗,圣泰清热解毒口服液治什么病,0
702,ct报告右肺中叶索条是什么病还有肺气肿,右肺中叶索条如何治疗,0
703,上呼吸道感染如何诊断检查,上呼吸道感染怎样诊断检查,1
704,成年人会得支原体肺炎吗？,支原体感染严重吗？,0
705,1岁宝宝得了肺炎可以吃哪些水果,幼儿得了肺炎能吃什么水果,1
706,服用清热解毒软胶囊出现头痛用什么办法呢,服用清热解毒软胶囊出现头痛咋办呢,1
707,同仁堂感冒清热颗粒的功能大吗,同仁堂感冒清热颗粒的效果好吗,1
708,转移因子是口服液的好还是胶囊的好？,转移因子胶囊有什么副作用?,0
709,四个月婴儿感冒流鼻涕如何是好？,四个月婴儿感冒流鼻涕该怎么做？,1
710,怀孕16周多感冒了怎么办,怀孕期间应该吃什么,0
711,请问有什么好的办法可以预防感冒的发生？,预防感冒的办法是什么,1
712,小孩子经常的流鼻涕怎么办,小孩老是流鼻血是什么原因？,0
713,感冒打防疫针会怎么样？,感冒打防疫针会出现皮肤过敏吗,0
714,治疗过敏性哮喘吃什么药好?,吃什么药治过敏性哮喘疗效好,1
715,患了肺气肿一般会有哪些症状表现啊,肺气肿有哪些症状？,1
716,孕妇肺炎支原体抗体弱阳性是什么病,孕妇得了肺炎支原体抗体弱阳性能吃药吗,0
717,怎么治疗患有慢支肺气肿？,患有慢支肺气肿如何医治？,1
718,感冒鼻塞流鼻涕吃什么药缓解,感冒鼻塞流鼻涕怎么办,1
719,使用沙丁胺醇气雾剂有哪些副作用,大量使用沙丁胺醇气雾剂会中毒吗,0
720,肝癌兼肺癌晚期能活多久？,肝癌兼肺癌晚期该怎么办？,0
721,患了支气管炎如何是好？,患了支气管炎注意什么？,0
722,婴儿吃阿奇霉素会引起吐奶吗？,婴儿吃阿奇霉素会有什么不良反应吗？,0
723,小孩感冒发热吃药好还是打针好？,小孩感冒发热超38度必须打针吗？,0
724,治感冒最有效的药是什么？,感冒发烧怎么办？,0
725,细菌性上呼吸道感染是否可服抗病毒口服液,细菌性上呼道感染是怎么引起的,0
726,过敏性哮喘应该怎么治?,怎样治疗过敏性哮喘,1
727,请问顺尔宁能治疗支原体肺炎吗效果可以吗,请问顺尔宁治疗支原体肺炎有后遗症吗？,0
728,肺气肿喝橄榄油好吗？,您好请问肺气肿是不是喝橄榄油,1
729,小孩肺炎饮食需要注意哪些?,宝宝肺炎有什么症状,0
730,用灵泰邦尼治疗上呼吸道感染有用吗,灵泰邦尼可以治疗上呼吸道感染吗,1
731,咳嗽有痰不通气请问需要用什么才会恢复,咳嗽有痰不通气请问需要用什么能好？,1
732,哺乳期感冒吃什么药能好？,哺乳期感冒能吃什么药？,1
733,得胸膜炎有什么症状？请详细说说,胸膜炎的病因是什么？,0
734,患有支原体肺炎现在反复发作咳嗽严重怎么办,患有支原体肺炎有哪些症状？,0
735,肺炎应该怎么治,肺炎有多少类,0
736,秦巴止血胶囊用于治疗什么病,什么病可以吃秦巴止血胶囊,1
737,冠状病毒肺炎的起因是什么,军团病肺炎的症状是什么,0
738,肺炎会引起淋巴管扩张吗,肺炎能引起淋巴管扩张吗,1
739,请问变异性哮喘要做什么样的检查？,变异性哮喘的检查项目有哪些？,1
740,支原体肺炎的症状有什么？,支原体肺炎有哪些治疗措施？,0
741,儿童支原体肺炎如何治疗,小儿支原体肺炎怎么确诊？,0
742,银诺克利肺片效果好的厂家是哪个,吃银诺克利肺片副作用大吗,0
743,结核胸膜炎能同时喝补血的可以吗,结核胸膜炎咳嗽一直不好咋回事,0
744,宝宝流黄色的粘稠鼻涕怎么办,宝宝流黄色的粘稠鼻涕怎么治,1
745,支原体肺炎好后反复咳嗽怎么办？,支原体肺炎治愈后还复发吗？,0
746,肺气肿感染如何推筋络？,肺气肿感染怎么办？,0
747,请问治疗胸膜炎可以使用激素吗?,请问治疗胸膜炎可以使用哪些激素吗,0
748,自己怎样判断是否得了哮喘病,通过什么方法可以判断自己是否得了哮喘病？,1
749,我得了肺炎为什么不发烧,肺炎反复发烧我该怎么办,0
750,小宝长牙反复发烧怎么办,宝宝长牙期间爱咬乳头怎么回事,0
751,扁桃体老是反复每次掉几瓶药水怎么好,扁桃体老是反复有什么症状？,0
752,胸膜炎急性胸部疼痛怎么缓解,胸膜炎急性胸部疼痛如何缓解,1
753,扁桃体炎复发要补充什么呢,扁桃体炎怎么治疗,0
754,得了肺炎吃什么药好的快,鹿泉县治疗肺炎哪个医院好？,0
755,肺炎输液治疗需要多长时间,肺炎吃什么中药,0
756,治疗急性肺气肿的办法？,急性肺气肿有什么症状？,0
757,得了过敏性哮喘的病人要注意什么事?,得了过敏性哮喘的病人要注意的事项是什么,1
758,在医院里圣泰清热解毒口服液卖的比较贵吗,圣泰清热解毒口服液在医院买多少钱,1
759,"支气管肺炎,胸膜炎,不能吃什么",支气管肺炎严重会引发什么后遗症,0
760,肺气肿是怎么造成的呢?,肺气肿是如何引起的?,1
761,转移因子胶囊和口服液哪个效果好,那个厂家的转移因子口服液好？,0
762,排卵期吃感冒药可以怀孕吗,排卵期前吃感冒药能怀孕吗,1
763,日诺清热解毒口服液的价格是多少,日诺清热解毒口服液多少钱,1
764,过敏性哮喘的过敏源有那些,过敏性哮喘治疗方法有哪些,0
765,5岁孩子得肺炎怎么治疗,儿童肺炎怎么办,1
766,咯血的话应该怎么抢救？,咯血的话应该如何进行抢救？,1
767,治疗胸膜炎的方法有哪些,对于胸膜炎有什么治疗方法？,1
768,感冒引起头痛是什么原因,老是偏头痛，是属于什么情况？,0
769,冠状病毒感染的症状有哪些？,冠状病毒的症状有哪些？,1
770,结核胸膜炎能同时喝补血的吗,结核胸膜炎咳嗽一直不好咋回事,0
771,请问，肺气肿怎么治疗呢？,肺气肿能治好吗？,0
772,胸膜炎与穿内衣的松紧有关吗,胸膜炎与穿内衣的松紧有没有关系,1
773,过敏性哮喘要注意些什么吗?,过敏性哮喘患者有哪些症状？,0
774,长期坐姿不好会得胸膜炎吗,长期坐姿不好走路会驼背吗,0
775,我经常反复性的感冒流鼻涕是什么原因,我经常反复性的感冒流鼻涕可以喝中药吗,0
776,总是干咳晚上比较严重用哪种药物可以康复,干咳无痰怎么回事,0
777,变异性哮喘的治疗方法有哪些,咳嗽变异性哮喘是什么？,0
778,哮喘病的发病原因有哪些？,哮喘为什么会发病？,1
779,哪个牌子的达肺草疗效比较好呢,什么牌子的达肺草效果比较好呢,1
780,肺癌做过化疗后来复发病人咳得厉害怎么办,肺癌做过化疗后是不是需要加强营养,0
781,咳嗽变异性哮喘中医治疗管用吗？,咳嗽变异性哮喘中医治疗哮喘疗效会比较好吗？,1
782,肺气肿呼吸困难，气短，乏力怎么办,肺气肿呼吸困难，气短，乏力该做什么？,1
783,冠状病毒肺炎 血液检查,病毒性肺炎怎么通过血液检查出？,1
784,非典型肺炎的病因是什么？,什么会导致非典型肺炎？,1
785,肺癌不咯血是不是说明变好了？,肺癌不咯血是不是情况好转了？,1
786,利君沙颗粒怎么样呢，有什么作用,利君沙颗粒怎么样，治疗什么的？,1
787,新型冠状病毒的肺炎的症状,我前天做了检查医生当时看了实时ct说我很轻微的肺炎,0
788,肺气肿是怎么定义的？有哪些症状？,肺气肿是怎样的一种病，症状表现为什么？,1
789,请问有什么好的办法可以预防感冒的发生？,预防感冒的办法是什么,1
790,阿莫西林胶囊适用于什么病症,阿莫西林胶囊的用法用量？,0
791,刚满月婴儿感冒，怎么治疗？,一个月的宝宝感冒了怎么办呀,1
792,巨能清热解毒口服液成分有哪些,巨能清热解毒口服液是中成药吗,0
793,肺炎支原体发高烧如何是好？,肺炎支原体发高烧怎么处理？,1
794,你好我想咨询下利君沙颗粒怎么样,我想咨询一下颗粒和胶囊哪个好,0
795,吃感冒药后喝酒会有什么后果,吃感冒药后多长时间可以喝酒,0
796,过敏性哮喘会有生命危险吗,过敏性最多能活多久,1
797,小孩细菌性感冒需要挂几天液体,小孩细菌性感冒需要多久好,1
798,肺气肿在日常生活当中应该注意哪些事项,肺气肿病人该吃什么药？,0
799,阿莫西林胶囊可以治疗黄鼻涕吗,流黄鼻炎是因为鼻腔内感染了吗,0
800,感冒嗓子疼的厉害怎么办？,感冒嗓子疼的厉害是咽炎吗？,0
801,我感到鼻子堵喉咙痒咳嗽吃点罗红霉素行吗,罗红霉素是不是消炎药,0
802,怀孕四个多月感冒了，可不可以喝红糖姜茶？,孕妇感冒了喝红糖姜水可以吗,1
803,大补阴丸应该在餐前还是饭后吃,大补阴丸的服用时间是饭前还是餐后,1
804,特发性间质性肺炎是什么呀？,肺炎患者的症状主要是什么？,0
805,老人肺炎如何治疗最好?,老人肺炎用什么方法治疗效果最好,1
806,鼻息肉的危害是什么,鼻息肉都有什么危害,1
807,肺炎一般要治疗多久才能痊愈?,如何治愈肺炎？,0
808,小儿支原体肺炎的复查咨询,小儿支原体肺炎必须输液吗？,0
809,宝宝老流鼻涕怎么回事,宝宝老流鼻涕可以洗澡吗,0
810,哺乳期感冒怎么做才好,哺乳期感冒怎样最有效,1
811,支原体肺炎症状有哪些？,支原体肺炎表现有哪些？,1
812,小儿支原体肺炎的治疗方法有哪些？,小儿支原体肺炎有哪些症状？,0
813,感冒了还能给孩子喂奶吗?,小孩子感冒了怎么办,0
814,上呼吸道感染引起肺部感染怎么办啊？,上呼吸道感染引起肺部感染的原因有哪些？,0
815,宝宝吃过东西就吐有什么好的办法？,宝宝吃过东西就吐，怎么办好呢？,1
816,"支原体肺炎已经一个有了,怎么还是鼻塞?",支原体肺炎已经一个有了还是鼻塞是为什么?,1
817,肺炎支原体发高烧怎么办,肺炎支原体发烧几天？,0
818,儿童支原体肺炎阿奇霉素吃几个疗程,支原体肺炎吃阿奇霉素有副作用吗？,0
819,小孩打完预防针就感冒了吃药有什么影响,小孩刚打完预防针感冒可以吃药吗？,1
820,孩子感冒了，一天要吃几次药？,宝宝感冒了能吃柚子吗？,0
821,老公感冒了，最近能要小孩么,老公感冒了，最近可以要小孩么,1
822,老公感冒了，最近能不能要小孩么,老公感冒了，最近可以要小孩么,1
823,怀孕前期感冒了怎样效果好？？？,怀孕前期感冒需要怎么做,1
824,武汉冠状病毒感染性肺炎的症状有哪些症状,人冠状病毒感染的症状表现是什么,1
825,之前感冒了几天为什么一直没好,之前感冒了几天一直没好有什么办法提高免疫力吗,0
826,肺气肿感染要怎么推筋络？,肺气肿感染筋络要怎么推？,1
827,消炎药和感冒药能一起吃吗,消炎药和感冒药一起吃的顺序是什么,0
828,支原体肺炎感染，不打吊瓶能行吗？,支原体肺炎感染有什么症状？,0
829,新型冠状病毒肺炎的特征,治疗肺炎的药？,0
830,宝宝流黄色的粘稠鼻涕该怎么治,宝宝流黄色的粘稠鼻涕怎么办呢,1
831,肺气肿引发心脏问题能打感冒预防针吗,肺气肿病人感冒预防针可以吗,0
832,心脏偶尔快速跳动是怎么了？,心脏偶尔快速跳动是什么情况？,1
833,清心沉香八味丸需要怎么吃呢,清心沉香八味丸可以怎么吃呢,1
834,头痛流鼻涕轻微咳嗽痰是黄色的，怎么回事,咳嗽痰是黄色的代表什么,0
835,三个月宝宝鼻子呼呼响没看到鼻涕咋回事,婴儿鼻子呼呼响没看到鼻涕是呼吸道疾病吗,0
836,接种了HIB孩要接种肺炎疫苗吗？,接种了HIB还要不要接种肺炎疫苗？,1
